市区町村名	市区町村コード	1974年	1976年	1979年	1982年	1985年	1988年	1991年	1994年	1997年	1999年	2002年	2004年	2007年
京都府 与謝野町	264652	8,074 	10,030 	13,352 	17,465 	20,158 	20,406 	24,016 	25,391 	27,295 	27,171 	24,759 	23,740 	23,987 
大阪府 大阪市	271004	1,940,020 	2,490,275 	3,027,053 	3,737,615 	3,918,613 	4,534,119 	5,605,253 	4,970,284 	5,094,632 	4,872,888 	4,524,271 	4,542,042 	4,547,883 
大阪府 堺市	271403	223,682 	304,124 	400,491 	532,545 	594,587 	681,198 	892,990 	859,844 	844,411 	810,764 	747,556 	712,755 	782,813 
大阪府 岸和田市	272027	59,067 	80,936 	95,006 	134,534 	149,215 	174,825 	209,422 	203,348 	204,814 	188,161 	188,120 	170,770 	162,130 
大阪府 豊中市	272035	137,398 	178,991 	230,973 	283,043 	303,309 	346,104 	424,534 	431,782 	372,726 	340,263 	304,815 	289,568 	274,826 
大阪府 池田市	272043	44,721 	49,140 	58,485 	71,122 	79,251 	89,823 	103,184 	101,513 	99,009 	90,003 	71,356 	69,500 	68,207 
大阪府 吹田市	272051	65,826 	96,330 	138,741 	191,774 	209,804 	259,918 	310,702 	317,441 	340,870 	305,694 	284,844 	302,232 	302,263 
大阪府 泉大津市	272060	24,266 	28,915 	46,069 	51,741 	57,390 	61,325 	66,225 	67,311 	72,334 	71,774 	68,960 	66,722 	76,907 
大阪府 高槻市	272078	78,797 	128,256 	164,286 	215,381 	239,371 	282,687 	343,744 	335,912 	332,753 	320,337 	308,131 	318,160 	307,608 
大阪府 貝塚市	272086	21,587 	27,602 	36,562 	44,745 	52,929 	57,887 	79,063 	72,502 	79,774 	79,455 	71,346 	72,769 	71,863 
大阪府 守口市	272094	58,078 	72,167 	79,572 	104,489 	102,646 	133,829 	163,729 	153,350 	153,475 	149,858 	157,561 	140,635 	169,359 
大阪府 枚方市	272108	73,148 	113,878 	154,176 	215,568 	235,509 	276,532 	366,718 	355,770 	387,239 	354,576 	313,025 	286,288 	310,229 
大阪府 茨木市	272116	62,953 	87,710 	114,554 	143,266 	167,917 	185,906 	241,790 	252,360 	264,389 	251,190 	220,724 	237,316 	232,212 
大阪府 八尾市	272124	61,141 	82,918 	110,368 	163,097 	183,343 	226,106 	278,370 	301,244 	253,496 	240,161 	213,383 	227,324 	222,866 
大阪府 泉佐野市	272132	28,451 	34,831 	48,798 	61,860 	71,700 	89,880 	116,354 	92,390 	124,918 	113,906 	123,562 	132,111 	127,150 
大阪府 富田林市	272141	21,361 	28,762 	40,606 	51,906 	57,150 	65,534 	88,896 	102,549 	108,727 	102,866 	88,904 	84,748 	81,500 
大阪府 寝屋川市	272159	73,084 	98,371 	136,263 	162,211 	176,175 	200,668 	236,447 	230,035 	231,773 	223,602 	208,451 	206,778 	197,156 
大阪府 河内長野市	272167	13,731 	23,197 	29,787 	41,710 	47,955 	58,909 	81,271 	87,711 	96,504 	88,773 	90,702 	81,246 	81,163 
大阪府 松原市	272175	36,286 	46,395 	59,157 	76,617 	84,222 	101,544 	108,530 	110,919 	118,527 	116,311 	109,474 	108,563 	99,557 
大阪府 大東市	272183	34,655 	44,983 	67,893 	76,399 	88,358 	102,371 	115,902 	121,807 	116,166 	107,761 	95,896 	98,134 	90,513 
大阪府 和泉市	272191	27,987 	33,948 	42,778 	60,025 	64,976 	82,087 	109,384 	126,029 	133,562 	154,123 	131,187 	134,469 	137,750 
大阪府 箕面市	272205	15,478 	25,279 	37,748 	59,536 	76,048 	94,525 	134,946 	132,113 	138,236 	133,828 	137,305 	144,146 	140,257 
大阪府 柏原市	272213	15,484 	20,913 	25,918 	33,669 	37,908 	42,060 	47,567 	48,246 	52,149 	49,004 	45,097 	42,475 	38,926 
大阪府 羽曳野市	272221	12,090 	17,858 	29,116 	50,505 	49,348 	68,981 	77,627 	76,930 	78,982 	84,026 	79,298 	78,062 	76,399 
大阪府 門真市	272230	46,612 	56,409 	73,834 	99,148 	106,859 	127,803 	181,956 	148,595 	140,405 	145,304 	132,207 	126,951 	120,557 
大阪府 摂津市	272248	18,242 	24,994 	33,739 	46,703 	53,442 	66,662 	74,657 	77,264 	69,070 	69,896 	64,328 	62,318 	78,803 
大阪府 高石市	272256	15,231 	21,042 	26,308 	38,069 	40,492 	43,978 	47,652 	51,272 	48,762 	41,784 	41,210 	37,049 	35,340 
大阪府 藤井寺市	272264	20,694 	31,778 	41,866 	50,344 	57,695 	67,788 	80,544 	80,361 	78,925 	70,761 	55,183 	62,789 	53,520 
大阪府 東大阪市	272272	163,152 	214,966 	285,045 	358,886 	406,083 	413,892 	530,574 	521,521 	496,887 	492,821 	458,755 	451,128 	439,356 
大阪府 泉南市	272281	8,341 	13,510 	16,827 	23,635 	26,593 	27,781 	32,399 	42,660 	66,320 	64,957 	58,680 	40,530 	79,695 
大阪府 四條畷市	272299	12,481 	17,447 	21,596 	28,424 	31,663 	34,412 	41,957 	41,604 	46,528 	38,722 	31,803 	33,815 	32,956 
大阪府 交野市	272302	6,374 	12,170 	21,533 	28,107 	36,017 	42,947 	48,121 	51,769 	54,849 	53,397 	49,789 	45,579 	44,595 
大阪府 大阪狭山市	272311	5,505 	9,767 	22,632 	29,707 	33,403 	43,944 	57,663 	57,055 	55,886 	50,550 	46,770 	49,388 	48,807 
大阪府 阪南市	272329	4,670 	13,283 	17,093 	24,210 	28,039 	34,929 	49,281 	44,158 	44,943 	40,467 	34,573 	33,248 	30,663 
大阪府 島本町	273015	3,223 	4,416 	8,416 	10,724 	11,945 	13,133 	14,838 	15,149 	16,220 	15,584 	15,031 	13,724 	12,731 
大阪府 豊能町	273210	638 	822 	－	2,563 	3,706 	4,566 	6,322 	7,916 	8,745 	8,152 	6,349 	6,976 	6,295 
大阪府 能勢町	273228	1,713 	2,308 	3,200 	3,266 	2,690 	4,036 	6,123 	7,036 	7,905 	7,237 	6,560 	6,939 	6,070 
大阪府 忠岡町	273414	3,217 	4,471 	7,422 	10,308 	12,527 	11,511 	15,111 	13,614 	13,476 	12,567 	12,467 	12,223 	13,053 
大阪府 熊取町	273619	2,513 	3,127 	5,259 	9,206 	13,493 	21,310 	30,651 	25,846 	25,489 	22,028 	17,687 	17,515 	16,713 
大阪府 田尻町	273627	2,745 	2,683 	3,379 	4,252 	3,796 	3,973 	5,230 	3,583 	16,755 	13,298 	13,735 	13,921 	14,044 
大阪府 岬町	273660	3,544 	4,649 	5,920 	7,867 	8,119 	9,269 	10,925 	10,897 	10,829 	9,536 	8,959 	8,193 	6,005 
大阪府 太子町	273813	－	－	－	2,144 	2,306 	3,310 	4,716 	5,759 	6,855 	7,123 	5,941 	5,619 	4,969 
大阪府 河南町	273821	－	－	2,125 	3,086 	3,137 	4,236 	4,597 	4,710 	4,444 	3,633 	3,809 	3,968 	6,030 
大阪府 千早赤阪村	273830	277 	366 	－	1,158 	1,227 	1,357 	1,718 	1,483 	2,000 	1,448 	1,575 	1,281 	802 
兵庫県 神戸市	281000	616,497 	846,895 	1,019,764 	1,324,605 	1,364,421 	1,566,641 	1,979,883 	2,034,490 	2,051,709 	2,000,847 	1,775,672 	1,745,264 	1,796,402 
兵庫県 姫路市	282014	216,406 	306,426 	358,866 	448,552 	511,941 	544,748 	676,810 	689,989 	734,469 	714,981 	610,319 	589,758 	595,172 
兵庫県 尼崎市	282022	180,247 	233,727 	298,259 	355,378 	369,461 	424,932 	521,009 	486,736 	488,309 	450,592 	398,275 	360,269 	388,784 
兵庫県 明石市	282031	79,295 	111,541 	135,715 	174,730 	193,442 	203,506 	249,495 	250,738 	268,222 	271,027 	234,763 	223,436 	225,340 
兵庫県 西宮市	282049	111,092 	158,344 	199,402 	245,103 	267,508 	295,204 	419,248 	377,327 	377,820 	370,856 	346,388 	360,778 	381,960 
兵庫県 洲本市	282057	20,941 	28,587 	35,295 	44,460 	47,292 	54,835 	62,186 	63,031 	63,535 	56,245 	53,605 	52,637 	49,586 
兵庫県 芦屋市	282065	21,149 	28,230 	35,552 	57,845 	63,468 	74,677 	90,930 	85,765 	78,295 	77,556 	74,084 	72,274 	67,614 
兵庫県 伊丹市	282073	57,889 	77,849 	99,450 	121,070 	137,346 	153,579 	190,094 	194,131 	181,846 	181,214 	155,837 	173,993 	180,858 
兵庫県 相生市	282081	15,767 	21,948 	26,119 	32,994 	32,979 	31,093 	38,321 	38,365 	39,209 	36,410 	27,896 	25,794 	31,870 
兵庫県 豊岡市	282090	35,991 	49,790 	63,251 	81,814 	85,457 	84,758 	106,905 	116,108 	115,790 	116,420 	103,781 	94,161 	103,786 
兵庫県 加古川市	282103	55,765 	80,201 	110,975 	137,058 	172,021 	193,611 	266,808 	280,642 	300,784 	297,915 	250,744 	238,957 	248,993 
兵庫県 赤穂市	282120	18,738 	22,612 	29,755 	38,593 	43,127 	44,459 	52,797 	55,706 	59,888 	51,679 	51,492 	46,400 	50,758 
兵庫県 西脇市	282138	21,278 	26,385 	33,145 	41,433 	46,500 	48,437 	54,353 	61,394 	58,297 	55,844 	53,183 	48,353 	50,074 
兵庫県 宝塚市	282146	36,704 	53,437 	70,495 	88,411 	99,129 	121,151 	143,422 	159,127 	168,766 	171,459 	149,311 	150,588 	151,794 
兵庫県 三木市	282154	14,609 	29,370 	41,805 	56,349 	64,065 	72,004 	83,465 	86,614 	99,645 	93,117 	89,881 	84,374 	90,420 
兵庫県 高砂市	282162	20,536 	31,505 	40,418 	54,387 	57,944 	65,328 	80,018 	78,093 	79,566 	80,262 	76,961 	74,565 	80,174 
兵庫県 川西市	282171	23,803 	43,232 	60,735 	76,719 	88,803 	99,860 	137,288 	144,446 	162,740 	153,763 	140,611 	136,802 	133,148 
兵庫県 小野市	282189	10,826 	12,872 	17,259 	22,275 	28,992 	32,856 	40,131 	43,245 	43,488 	43,372 	41,228 	36,041 	39,762 
兵庫県 三田市	282197	16,835 	21,347 	26,803 	35,239 	38,756 	45,290 	74,515 	75,030 	94,402 	92,954 	96,932 	93,910 	93,090 
兵庫県 加西市	282201	10,221 	16,005 	18,467 	33,590 	32,211 	37,510 	52,048 	51,140 	53,019 	45,228 	43,223 	35,714 	36,588 
兵庫県 篠山市	282219	11,825 	16,951 	22,581 	28,469 	31,305 	31,620 	37,819 	39,597 	49,397 	49,301 	52,167 	48,712 	46,293 
兵庫県 養父市	282227	10,482 	15,445 	19,302 	26,851 	25,355 	28,368 	28,571 	29,789 	35,758 	29,048 	24,246 	25,636 	26,690 
兵庫県 丹波市	282235	21,318 	28,069 	37,387 	48,388 	49,160 	54,116 	65,840 	69,811 	73,370 	68,105 	66,442 	65,996 	67,266 
兵庫県 南あわじ市	282243	19,648 	23,255 	32,023 	41,946 	42,552 	47,241 	58,657 	63,764 	79,094 	72,957 	61,768 	59,278 	55,062 
兵庫県 朝来市	282251	10,987 	16,809 	21,471 	30,702 	31,028 	32,973 	41,942 	38,304 	52,266 	48,511 	53,512 	49,002 	52,156 
兵庫県 淡路市	282260	13,684 	19,738 	25,516 	32,688 	34,590 	33,775 	44,083 	52,885 	57,673 	61,894 	56,749 	45,310 	46,165 
兵庫県 宍粟市	282278	15,541 	22,242 	26,599 	36,011 	37,579 	37,471 	46,346 	51,540 	54,472 	49,638 	45,596 	46,030 	42,078 
兵庫県 加東市	282286	9,288 	12,294 	18,326 	21,801 	23,658 	29,590 	39,353 	40,412 	57,822 	44,686 	43,045 	41,826 	42,254 
兵庫県 たつの市	282294	20,971 	32,526 	42,795 	56,050 	57,950 	65,455 	75,676 	74,183 	73,842 	80,771 	73,495 	65,944 	69,206 
兵庫県 猪名川町	283011	－	1,491 	1,791 	－	3,568 	4,428 	10,702 	15,073 	13,763 	23,243 	27,352 	26,719 	26,943 
兵庫県 多可町	283657	6,293 	7,467 	10,208 	7,604 	9,386 	11,654 	15,799 	17,604 	17,550 	14,286 	13,336 	12,769 	13,123 
兵庫県 稲美町	283819	3,806 	4,705 	5,458 	6,682 	7,216 	7,353 	11,464 	15,927 	19,660 	17,575 	26,266 	28,226 	29,151 
兵庫県 播磨町	283827	3,396 	5,063 	7,692 	9,830 	12,551 	14,727 	15,927 	17,026 	19,414 	19,320 	17,920 	18,041 	16,932 
兵庫県 市川町	284424	3,028 	3,374 	3,785 	5,013 	5,451 	6,016 	6,492 	7,347 	7,267 	7,000 	8,564 	6,519 	6,972 
兵庫県 福崎町	284432	5,955 	7,747 	11,124 	15,645 	19,788 	19,327 	26,372 	29,631 	36,929 	36,240 	31,971 	33,732 	33,333 
兵庫県 神河町	284467	1,355 	2,739 	3,299 	4,658 	4,536 	5,705 	9,658 	9,943 	7,788 	9,535 	7,651 	6,972 	7,051 
兵庫県 太子町	284645	9,136 	13,662 	18,806 	24,261 	26,237 	28,222 	47,654 	41,511 	47,937 	48,155 	46,216 	46,419 	51,226 
兵庫県 上郡町	284815	4,202 	5,693 	7,167 	9,645 	9,554 	11,101 	12,418 	13,420 	13,830 	13,738 	13,082 	11,260 	11,003 
兵庫県 佐用町	285013	5,662 	6,615 	9,332 	13,974 	14,510 	15,830 	18,541 	18,195 	18,056 	19,478 	19,216 	14,214 	17,803 
兵庫県 香美町	285854	4,069 	8,127 	11,458 	14,655 	15,223 	17,797 	23,464 	20,597 	20,713 	20,983 	18,049 	17,603 	17,459 
兵庫県 新温泉町	285862	4,364 	8,054 	10,007 	12,767 	13,933 	14,903 	17,052 	17,093 	16,494 	15,901 	14,280 	13,429 	12,967 
奈良県 奈良市	292010	93,182 	128,010 	169,232 	212,512 	237,070 	314,213 	381,086 	398,853 	427,725 	446,521 	378,330 	397,841 	391,966 
奈良県 大和高田市	292028	23,096 	31,490 	48,187 	59,536 	63,872 	71,813 	81,801 	77,238 	71,981 	71,380 	64,363 	68,440 	52,079 
奈良県 大和郡山市	292036	15,410 	19,760 	27,491 	45,279 	49,867 	64,921 	89,489 	82,626 	80,705 	78,001 	76,526 	79,326 	87,804 
奈良県 天理市	292044	11,735 	18,473 	25,195 	35,746 	36,872 	40,134 	47,439 	51,020 	56,748 	51,148 	49,056 	57,090 	55,727 
奈良県 橿原市	292052	27,700 	40,152 	51,049 	69,301 	67,444 	117,666 	141,840 	148,139 	159,055 	150,838 	146,481 	146,877 	167,064 
奈良県 桜井市	292061	15,164 	20,195 	30,935 	44,302 	49,876 	47,192 	57,566 	67,232 	57,983 	61,314 	56,877 	54,609 	55,935 
奈良県 五條市	292079	9,137 	12,734 	19,303 	22,263 	22,487 	26,802 	35,410 	35,166 	32,497 	35,668 	30,733 	25,031 	23,634 
奈良県 御所市	292087	5,895 	8,545 	10,239 	15,547 	17,254 	21,024 	19,579 	20,245 	20,786 	16,709 	23,533 	32,854 	38,626 
奈良県 生駒市	292095	7,570 	12,014 	21,163 	32,100 	40,781 	57,348 	65,524 	70,933 	79,668 	89,793 	84,731 	86,030 	93,286 
奈良県 香芝市	292109	2,134 	3,632 	6,773 	11,996 	16,455 	19,702 	39,173 	41,779 	51,803 	50,196 	52,931 	51,367 	52,688 
奈良県 葛城市	292117	4,828 	5,944 	7,920 	13,497 	12,947 	18,393 	22,771 	24,463 	25,144 	31,301 	26,501 	26,147 	28,377 
奈良県 宇陀市	292125	6,771 	8,743 	11,813 	17,470 	16,401 	19,800 	23,326 	22,354 	28,335 	26,023 	23,236 	23,539 	20,773 
奈良県 山添村	293229	－	790 	1,538 	1,731 	2,112 	2,194 	2,680 	2,016 	1,918 	1,652 	1,457 	1,933 	1,245 
奈良県 平群町	293423	－	－	2,122 	3,598 	6,334 	7,734 	8,371 	8,853 	6,386 	10,487 	10,598 	11,160 	10,992 
奈良県 三郷町	293431	797 	1,074 	1,059 	2,106 	3,173 	3,857 	10,873 	12,388 	7,093 	5,544 	3,491 	3,862 	6,191 
奈良県 斑鳩町	293440	2,849 	7,378 	11,785 	12,930 	16,890 	19,526 	27,181 	29,817 	27,308 	22,755 	22,841 	20,683 	19,588 
奈良県 安堵町	293458	458 	643 	716 	924 	893 	1,130 	1,287 	1,718 	1,433 	1,310 	1,286 	1,082 	976 
奈良県 川西町	293610	799 	－	2,032 	3,229 	6,710 	8,035 	8,653 	8,963 	8,829 	7,633 	7,087 	4,618 	4,090 
奈良県 三宅町	293628	591 	924 	1,337 	1,570 	2,037 	2,346 	2,217 	1,912 	1,676 	1,341 	2,054 	1,602 	1,512 
奈良県 田原本町	293636	4,347 	8,208 	12,444 	17,144 	22,403 	28,609 	34,160 	34,242 	45,976 	42,470 	37,123 	33,154 	25,568 
奈良県 曽爾村	293857	268 	790 	976 	1,284 	1,300 	1,249 	1,686 	1,534 	1,258 	1,312 	916 	1,339 	775 
奈良県 御杖村	293865	－	－	680 	－	－	767 	774 	－	－	792 	327 	321 	286 
奈良県 高取町	294012	762 	1,223 	1,195 	2,186 	2,612 	2,288 	3,047 	3,522 	4,031 	5,198 	4,630 	3,714 	3,260 
奈良県 明日香村	294021	376 	388 	587 	984 	1,305 	1,986 	2,105 	1,986 	1,863 	2,388 	1,784 	1,627 	1,801 
奈良県 上牧町	294241	－	－	2,814 	4,956 	5,490 	12,093 	15,525 	15,786 	15,602 	12,750 	6,423 	10,659 	14,614 
奈良県 王寺町	294250	7,512 	7,139 	13,413 	16,361 	19,270 	22,068 	27,748 	25,272 	25,116 	23,176 	20,518 	23,078 	21,024 
奈良県 広陵町	294268	2,361 	2,757 	3,793 	5,088 	5,247 	9,613 	12,118 	15,473 	23,919 	26,342 	26,742 	24,249 	21,302 
奈良県 河合町	294276	1,274 	1,522 	1,849 	3,080 	2,547 	8,983 	13,462 	13,583 	17,242 	16,749 	16,601 	16,651 	16,423 
奈良県 吉野町	294411	2,876 	3,510 	5,182 	6,944 	6,566 	7,667 	7,473 	7,587 	7,903 	7,520 	6,900 	5,358 	5,081 
奈良県 大淀町	294420	5,176 	6,134 	10,032 	12,145 	11,671 	13,863 	16,311 	18,641 	19,077 	18,708 	18,867 	17,316 	19,855 
奈良県 下市町	294438	1,821 	3,050 	3,992 	4,343 	4,370 	4,653 	5,032 	5,012 	4,657 	4,001 	3,766 	4,059 	3,036 
奈良県 黒滝村	294446	148 	144 	－	451 	414 	724 	547 	373 	328 	316 	380 	331 	245 
奈良県 天川村	294462	－	609 	－	－	－	－	－	1,771 	1,478 	1,441 	1,180 	1,064 	965 
奈良県 野迫川村	294471	－	110 	－	178 	83 	161 	196 	218 	173 	165 	150 	156 	119 
奈良県 十津川村	294497	－	－	－	－	2,260 	2,526 	3,550 	2,593 	2,463 	－	－	1,804 	－
奈良県 下北山村	294501	－	－	－	806 	773 	－	－	－	－	－	680 	－	－
奈良県 上北山村	294519	333 	457 	561 	682 	647 	770 	709 	771 	818 	913 	－	－	－
奈良県 川上村	294527	933 	－	－	1,119 	－	1,219 	－	1,176 	－	1,091 	1,024 	772 	476 
奈良県 東吉野村	294535	337 	570 	671 	876 	－	1,153 	－	－	－	998 	681 	644 	531 
和歌山県 和歌山市	302015	143,410 	205,536 	280,844 	320,484 	360,860 	362,373 	434,974 	438,726 	465,512 	432,595 	383,894 	365,280 	368,664 
和歌山県 海南市	302023	21,493 	24,271 	32,773 	40,714 	41,858 	44,028 	51,811 	53,029 	54,782 	49,221 	47,706 	43,373 	41,627 
和歌山県 橋本市	302031	14,861 	18,567 	24,580 	35,961 	39,219 	44,831 	55,130 	55,443 	66,597 	60,713 	54,963 	54,794 	58,810 
和歌山県 有田市	302040	7,878 	9,601 	13,502 	21,268 	21,695 	19,999 	23,596 	25,598 	26,296 	25,295 	21,638 	25,107 	25,831 
和歌山県 御坊市	302058	11,990 	17,567 	22,295 	30,723 	32,127 	31,074 	37,118 	40,489 	42,925 	40,587 	40,854 	40,620 	37,199 
和歌山県 田辺市	302066	31,969 	39,816 	50,465 	64,319 	66,364 	81,453 	88,781 	100,579 	105,286 	103,434 	89,021 	85,372 	86,246 
和歌山県 新宮市	302074	21,931 	27,090 	39,000 	41,871 	42,171 	48,645 	53,252 	55,505 	57,925 	53,217 	49,551 	49,315 	56,368 
和歌山県 紀の川市	302082	9,632 	12,318 	18,852 	25,664 	25,415 	27,038 	37,348 	38,985 	38,965 	44,551 	47,366 	47,446 	45,408 
和歌山県 岩出市	302091	2,801 	5,644 	5,045 	16,995 	21,133 	24,743 	34,399 	38,614 	45,730 	50,796 	49,669 	53,242 	50,523 
和歌山県 紀美野町	303046	1,961 	2,406 	4,071 	3,797 	3,951 	3,979 	4,372 	6,395 	6,198 	5,720 	3,828 	4,329 	3,744 
和歌山県 かつらぎ町	303411	4,660 	6,822 	9,077 	9,886 	10,299 	10,306 	12,553 	13,396 	13,099 	11,882 	12,836 	13,617 	12,575 
和歌山県 九度山町	303437	1,441 	－	－	2,096 	2,421 	2,125 	1,895 	2,112 	2,532 	1,798 	2,458 	2,345 	1,885 
和歌山県 高野町	303445	2,889 	3,432 	－	6,536 	7,406 	6,119 	7,493 	7,518 	7,487 	6,311 	6,180 	5,633 	4,581 
和歌山県 湯浅町	303615	6,849 	8,407 	11,582 	13,287 	13,326 	13,761 	18,425 	22,123 	20,408 	19,074 	16,401 	15,324 	13,191 
和歌山県 広川町	303623	1,250 	1,614 	2,128 	2,179 	2,761 	2,287 	3,985 	5,338 	4,403 	3,287 	3,041 	3,055 	2,291 
和歌山県 有田川町	303666	7,366 	10,953 	14,878 	18,552 	20,018 	20,163 	25,105 	25,678 	29,657 	29,628 	26,183 	28,084 	28,701 
和歌山県 美浜町	303810	645 	724 	2,835 	3,626 	4,448 	4,521 	4,561 	5,265 	4,813 	4,932 	1,969 	2,133 	1,691 
和歌山県 日高町	303828	642 	1,262 	1,031 	1,004 	1,360 	1,040 	2,303 	3,067 	3,506 	2,776 	3,015 	2,672 	2,210 
和歌山県 由良町	303836	1,180 	1,891 	2,051 	2,846 	3,701 	3,434 	3,835 	3,794 	4,391 	4,481 	3,502 	3,289 	3,733 
和歌山県 印南町	303909	1,916 	2,492 	2,986 	3,922 	4,490 	4,599 	4,985 	5,935 	6,487 	5,975 	6,038 	5,163 	5,058 
和歌山県 みなべ町	303917	3,455 	4,352 	4,350 	7,008 	7,261 	8,615 	7,760 	8,194 	8,679 	10,080 	9,919 	10,467 	11,046 
和歌山県 日高川町	303925	806 	1,016 	1,307 	1,049 	1,261 	1,340 	2,008 	3,704 	3,986 	3,465 	850 	2,791 	3,343 
和歌山県 白浜町	304018	8,180 	10,167 	13,711 	17,204 	17,988 	18,937 	21,698 	21,786 	22,906 	28,808 	23,580 	23,980 	21,838 
和歌山県 上富田町	304042	2,236 	2,457 	3,710 	6,101 	6,267 	7,651 	8,434 	11,088 	12,053 	10,809 	10,870 	12,002 	13,159 
和歌山県 すさみ町	304069	1,203 	2,144 	1,787 	2,970 	3,050 	2,692 	3,357 	3,455 	3,900 	3,637 	3,082 	2,623 	2,263 
和歌山県 那智勝浦町	304212	7,278 	9,307 	13,069 	18,615 	17,030 	17,866 	18,886 	20,908 	21,257 	18,899 	17,770 	15,453 	13,174 
和歌山県 太地町	304221	718 	958 	1,555 	1,883 	2,028 	2,140 	2,329 	2,394 	2,254 	2,106 	1,884 	1,702 	1,262 
和歌山県 古座川町	304247	422 	628 	742 	913 	－	－	－	－	－	－	－	1,352 	1,129 
和歌山県 北山村	304271	35 	－	89 	－	118 	123 	113 	124 	133 	135 	91 	91 	249 
和歌山県 串本町	304280	7,042 	9,849 	12,074 	16,203 	16,193 	17,378 	20,782 	19,733 	22,705 	20,364 	18,661 	17,335 	16,954 
鳥取県 鳥取市	312011	68,587 	103,179 	131,911 	163,248 	165,499 	187,884 	215,538 	239,291 	258,938 	243,899 	244,559 	235,915 	223,513 
鳥取県 米子市	312029	66,882 	95,913 	123,747 	146,281 	151,452 	170,198 	197,140 	210,100 	219,741 	225,334 	197,725 	184,385 	191,728 
